0x1ce	0x1ed	-32
0x1e4d0x1eefV0xc9aV0x2c8	0x245aS0x1f2fS0xca5S0x2c8	32
0x1e4d0x1eefV0xc9aV0x2c8	0x2469S0x1f2fS0xca5S0x2c8	49
0x1e4d0x1eefV0xc9aV0x2c8	0x253aS0xca5S0x2c8	81
0x1e4d0x1eefV0xc9aV0x2c8	0x2499S0x1f2fS0xca5S0x2c8	81
0x1e4d0x1eefV0xc9aV0x2c8	0x2528S0xca5S0x2c8	113
0x1e4d0x1eefV0xc9aV0x2c8	0x2530S0xca5S0x2c8	134
0x1b03V0xc09V0x2c8	0x20e3S0x1b2eS0xc09S0x2c8	-32
0x1b03V0xc09V0x2c8	0x2109S0x1b2eS0xc09S0x2c8	0
0x1b03V0xc09V0x2c8	0x228aS0x1b2eS0xc09S0x2c8	32
0x1b03V0xc09V0x2c8	0x279bS0x2115S0x1b2eS0xc09S0x2c8	32
0x1b03V0xc09V0x2c8	0x27ebS0x2115S0x1b2eS0xc09S0x2c8	32
0x1b03V0xc09V0x2c8	0x22b0S0x1b2eS0xc09S0x2c8	64
0x1b03V0xc09V0x2c8	0x27c1S0x2115S0x1b2eS0xc09S0x2c8	64
0x1b3eV0xc09V0x2c8	0x1b42S0xc09S0x2c8	-32
0x20d9V0x1b2eV0xc09V0x2c8	0x20e3S0x1b2eS0xc09S0x2c8	-32
0x20d9V0x1b2eV0xc09V0x2c8	0x2109S0x1b2eS0xc09S0x2c8	0
0x20d9V0x1b2eV0xc09V0x2c8	0x228aS0x1b2eS0xc09S0x2c8	32
0x20d9V0x1b2eV0xc09V0x2c8	0x279bS0x2115S0x1b2eS0xc09S0x2c8	32
0x20d9V0x1b2eV0xc09V0x2c8	0x27ebS0x2115S0x1b2eS0xc09S0x2c8	32
0x20d9V0x1b2eV0xc09V0x2c8	0x22b0S0x1b2eS0xc09S0x2c8	64
0x20d9V0x1b2eV0xc09V0x2c8	0x27c1S0x2115S0x1b2eS0xc09S0x2c8	64
0x227fV0x1b2eV0xc09V0x2c8	0x228aS0x1b2eS0xc09S0x2c8	-32
0x227fV0x1b2eV0xc09V0x2c8	0x22b0S0x1b2eS0xc09S0x2c8	0
0x227fV0x1b2eV0xc09V0x2c8	0x22d4S0x1b2eS0xc09S0x2c8	64
0x221bV0x1b2eV0xc09V0x2c8	0x1b42S0xc09S0x2c8	0
0x226fV0x1b2eV0xc09V0x2c8	0x1b42S0xc09S0x2c8	0
0x2791V0x2115V0x1b2eV0xc09V0x2c8	0x279bS0x2115S0x1b2eS0xc09S0x2c8	-32
0x2791V0x2115V0x1b2eV0xc09V0x2c8	0x27c1S0x2115S0x1b2eS0xc09S0x2c8	0
0x27e7V0x2115V0x1b2eV0xc09V0x2c8	0x27ebS0x2115S0x1b2eS0xc09S0x2c8	-32
0x24b0V0xca5V0x2c8	0x253aS0xca5S0x2c8	0
0x24b0V0xca5V0x2c8	0x2528S0xca5S0x2c8	32
0x24b0V0xca5V0x2c8	0x2530S0xca5S0x2c8	53
0x24b0V0xca5V0x2c8	0x260cS0x1f4cS0xca5S0x2c8	85
0x24b0V0xca5V0x2c8	0x25ecS0x1f4cS0xca5S0x2c8	117
0x24b0V0xca5V0x2c8	0x25fbS0x1f4cS0xca5S0x2c8	138
0x24faV0xca5V0x2c8	0x253aS0xca5S0x2c8	0
0x24faV0xca5V0x2c8	0x2528S0xca5S0x2c8	32
0x24faV0xca5V0x2c8	0x2530S0xca5S0x2c8	53
0x24faV0xca5V0x2c8	0x260cS0x1f4cS0xca5S0x2c8	85
0x24faV0xca5V0x2c8	0x25ecS0x1f4cS0xca5S0x2c8	117
0x24faV0xca5V0x2c8	0x25fbS0x1f4cS0xca5S0x2c8	138
0x2597V0xca5V0x2c8	0x260cS0x1f4cS0xca5S0x2c8	0
0x2597V0xca5V0x2c8	0x25ecS0x1f4cS0xca5S0x2c8	32
0x2597V0xca5V0x2c8	0x25fbS0x1f4cS0xca5S0x2c8	53
0x2597V0xca5V0x2c8	0x26faS0x1f56S0xca5S0x2c8	85
0x2597V0xca5V0x2c8	0x26daS0x1f56S0xca5S0x2c8	117
0x2597V0xca5V0x2c8	0x26e9S0x1f56S0xca5S0x2c8	136
0x2481V0x1f2fV0xca5V0x2c8	0x247aS0x1f2fS0xca5S0x2c8	-81
0x2481V0x1f2fV0xca5V0x2c8	0x245aS0x1f2fS0xca5S0x2c8	-49
0x2481V0x1f2fV0xca5V0x2c8	0x2469S0x1f2fS0xca5S0x2c8	-32
0x2481V0x1f2fV0xca5V0x2c8	0x253aS0xca5S0x2c8	0
0x2481V0x1f2fV0xca5V0x2c8	0x2499S0x1f2fS0xca5S0x2c8	0
0x2481V0x1f2fV0xca5V0x2c8	0x2528S0xca5S0x2c8	32
0x2481V0x1f2fV0xca5V0x2c8	0x2530S0xca5S0x2c8	53
0x2481V0x1f2fV0xca5V0x2c8	0x260cS0x1f4cS0xca5S0x2c8	85
0x2481V0x1f2fV0xca5V0x2c8	0x25ecS0x1f4cS0xca5S0x2c8	117
0x2481V0x1f2fV0xca5V0x2c8	0x25fbS0x1f4cS0xca5S0x2c8	138
0x24290x1eefV0x1f2fV0xca5V0x2c8	0x253aS0xca5S0x2c8	0
0x24290x1eefV0x1f2fV0xca5V0x2c8	0x2528S0xca5S0x2c8	32
0x24290x1eefV0x1f2fV0xca5V0x2c8	0x2530S0xca5S0x2c8	53
0x24290x1eefV0x1f2fV0xca5V0x2c8	0x260cS0x1f4cS0xca5S0x2c8	85
0x24290x1eefV0x1f2fV0xca5V0x2c8	0x25ecS0x1f4cS0xca5S0x2c8	117
0x24290x1eefV0x1f2fV0xca5V0x2c8	0x25fbS0x1f4cS0xca5S0x2c8	138
0x2613V0x1f4cV0xca5V0x2c8	0x260cS0x1f4cS0xca5S0x2c8	-85
0x2613V0x1f4cV0xca5V0x2c8	0x25ecS0x1f4cS0xca5S0x2c8	-53
0x2613V0x1f4cV0xca5V0x2c8	0x25fbS0x1f4cS0xca5S0x2c8	-32
0x2613V0x1f4cV0xca5V0x2c8	0x26faS0x1f56S0xca5S0x2c8	0
0x2613V0x1f4cV0xca5V0x2c8	0x26daS0x1f56S0xca5S0x2c8	32
0x2613V0x1f4cV0xca5V0x2c8	0x26e9S0x1f56S0xca5S0x2c8	51
0x2613V0x1f4cV0xca5V0x2c8	0x2719S0x1f56S0xca5S0x2c8	83
0x25bb0x265dV0x1f4cV0xca5V0x2c8	0x26faS0x1f56S0xca5S0x2c8	0
0x25bb0x265dV0x1f4cV0xca5V0x2c8	0x26daS0x1f56S0xca5S0x2c8	32
0x25bb0x265dV0x1f4cV0xca5V0x2c8	0x26e9S0x1f56S0xca5S0x2c8	51
0x25bb0x265dV0x1f4cV0xca5V0x2c8	0x2719S0x1f56S0xca5S0x2c8	83
0x2701V0x1f56V0xca5V0x2c8	0x26faS0x1f56S0xca5S0x2c8	-83
0x2701V0x1f56V0xca5V0x2c8	0x26daS0x1f56S0xca5S0x2c8	-51
0x2701V0x1f56V0xca5V0x2c8	0x26e9S0x1f56S0xca5S0x2c8	-32
0x2701V0x1f56V0xca5V0x2c8	0x2719S0x1f56S0xca5S0x2c8	0
0x2393V0x1f1fV0xca5V0x2c8	0x247aS0x1f2fS0xca5S0x2c8	0
0x2393V0x1f1fV0xca5V0x2c8	0x245aS0x1f2fS0xca5S0x2c8	32
0x2393V0x1f1fV0xca5V0x2c8	0x2469S0x1f2fS0xca5S0x2c8	49
0x2393V0x1f1fV0xca5V0x2c8	0x253aS0xca5S0x2c8	81
0x2393V0x1f1fV0xca5V0x2c8	0x2499S0x1f2fS0xca5S0x2c8	81
0x2393V0x1f1fV0xca5V0x2c8	0x2528S0xca5S0x2c8	113
0x2393V0x1f1fV0xca5V0x2c8	0x2530S0xca5S0x2c8	134
0x23f0V0x1f1fV0xca5V0x2c8	0x247aS0x1f2fS0xca5S0x2c8	0
0x23f0V0x1f1fV0xca5V0x2c8	0x245aS0x1f2fS0xca5S0x2c8	32
0x23f0V0x1f1fV0xca5V0x2c8	0x2469S0x1f2fS0xca5S0x2c8	49
0x23f0V0x1f1fV0xca5V0x2c8	0x253aS0xca5S0x2c8	81
0x23f0V0x1f1fV0xca5V0x2c8	0x2499S0x1f2fS0xca5S0x2c8	81
0x23f0V0x1f1fV0xca5V0x2c8	0x2528S0xca5S0x2c8	113
0x23f0V0x1f1fV0xca5V0x2c8	0x2530S0xca5S0x2c8	134
